mol_a,mol_b,complex_pred_dg (kcal/mol),complex_pred_dg_err (kcal/mol),solvent_pred_dg (kcal/mol),solvent_pred_dg_err (kcal/mol),pred_ddg (kcal/mol),pred_ddg_err (kcal/mol),exp_ddg (kcal/mol)
44,46,5.577218652214862,0.041748154425151424,4.714232137769198,0.040582981701042395,0.8629865144456645,0.05822273440550034,2.1022918823585575
43,63,1.2429423194798697,0.06446708274569962,0.840582772165055,0.06428793625561584,0.40235954731481477,0.09104363517427787,-0.5674751668536532
48,47,3.8542741479962577,0.040413619378476304,2.980139448296114,0.04038804515778469,0.8741346997001436,0.05713540778655221,-0.32912383489232344
44,39,-3.0579519175967365,0.06175161177280875,-4.629669683608016,0.06115070774254043,1.5717177660112798,0.08690610228259744,2.7682599338315526
52,53,3.0408367079688245,0.04063774461271962,2.715919637201219,0.0377929270626082,0.3249170707676057,0.055495329741954376,3.4187390992141404
48,64,-2.309292850230483,0.05473741991004718,-1.3614826191093157,0.05506405772261094,-0.9478102311211671,0.0776417129595159,-1.4247133928414906
49,47,14.3943491627071,0.053210425155049416,13.292376898726463,0.04888450740008001,1.1019722639806364,0.07225679489798585,-0.4016385393235288
49,46,12.112258551235458,0.057005741059261615,13.1463682937858,0.05592448883998079,-1.034109742550342,0.07985739142827496,0.075397665444927
54,35,-3.749536618611138,0.060491486826278584,-1.4010724582206238,0.057714082553061395,-2.348464160390514,0.08360702903102957,-1.9713902999877357
54,52,-1.8690367252790776,0.04883828541395037,-0.9162087671703111,0.049124726158830366,-0.9528279581087665,0.0692706059043412,-2.2294486125237456
54,53,1.1574501575114513,0.05875392153798918,1.291280762681326,0.05785795795285126,-0.13383060516987466,0.0824594845640336,1.1892904866903946
55,70,-5.720137646173565,0.04441427769210752,-3.778444942374766,0.0438552747610021,-1.9416927037987983,0.0624172507186485,0.33362321294257935
55,52,1.9786843047865854,0.05240040835706428,0.47315175373323015,0.05465403273177055,1.5055325510533553,0.07571569249391133,0.24172400961419407
55,36,9.361855733068676,0.060907876685074025,7.870410769409088,0.061539151376264555,1.4914449636595883,0.08658427452138746,3.2148128365152098
56,35,-0.7439007766441355,0.050155340347919464,-1.3998178021967862,0.04962759187047432,0.6559170255526509,0.07055817486498647,0.42956422674802724
56,55,-1.5025325593351424,0.03384898075942755,-1.2557025233218293,0.03344094957843137,-0.246830036013313,0.04758204080490123,-0.07021809540217654
56,57,-1.2262872093438897,0.05397352366230811,-0.9585699364595602,0.05435255368954846,-0.26771727288432945,0.07659857276151417,0.09189920332838697
58,39,-13.65621192204833,0.05720295105418091,-16.559652384320298,0.05798777744303973,2.9034404622719703,0.08145403576306409,1.9476736781417643
59,47,-5.383304807010249,0.05953878435617607,-7.5237005418235325,0.05966415713031793,2.140395734813283,0.08428925488271032,-0.21963649550903788
57,36,9.60111145333515,0.06260475249114587,7.766650347761522,0.06395651613074692,1.834461105573628,0.08949743566192345,3.052695537784646
59,48,-8.552305566302634,0.05699891584371808,-10.502723315042871,0.055430426586601377,1.950417748740239,0.07950728645182063,0.10948733938328555
59,58,-3.8523143216625826,0.07276314378800729,-3.4325564297289386,0.07187315053189919,-0.4197578919336439,0.10227524070514458,-1.0243059174093514
63,64,3.7977793545691143,0.054143708268971906,2.462430234147606,0.055394138192328975,1.3353491204215082,0.077460000588603,-0.8659862151145178
62,44,78.18141166331732,0.05912585285846633,76.94779015722523,0.060064973176266995,1.2336215060920797,0.08428325740564781,-2.270954603503167
65,58,8.274750634461315,0.05706509445883517,8.428769221910676,0.056336999471166306,-0.15401858744936064,0.08018904236246978,0.3569461967670842
65,62,-81.2392849867586,0.05266972229983145,-80.83004635319041,0.05272223728123015,-0.40923863356819173,0.07452337855384507,1.807314544580463
65,67,-16.61125350275894,0.04368927787835146,-14.770125539845187,0.04244133631225576,-1.8411279629137562,0.060909933750594496,-0.7604337869341908
65,68,-2.899292209829897,0.04982283634397669,-1.5791877410911588,0.04773548928843484,-1.3201044687387384,0.06899994173160556,-0.29213414471068827
65,63,-3.1480452447451874,0.056080742877238444,-3.065430595974601,0.05398210072321494,-0.08261464877058662,0.07784032965085806,0.9320122758327484
67,68,13.582948179819839,0.038916163075663014,12.98236054252723,0.039945746353060134,0.6005876372926083,0.05576854310661714,0.46829964222350257
65,70,2.3310891413998176,0.055436605938808815,3.829598958814649,0.05477908217797704,-1.4985098174148308,0.07793564731415487,-0.8211130426480319
67,44,14.23098429711809,0.060245840292654104,10.873553831449627,0.05680906259374772,3.3574304656684637,0.08280598327022227,0.29679372801148673
69,68,-5.81039450419612,0.05254444873758131,-6.822655576066508,0.05345191263028472,1.0122610718703882,0.07495349262690766,0.9422088217635535
69,64,-3.1484277447533344,0.060696844645584294,-6.014233897059957,0.06181287650864502,2.865806152306623,0.0866310490078655,1.3003690271924724
69,60,9.674698739439023,0.0735339733227779,7.202683920439003,0.071950108528504,2.472014819000021,0.10287887708319195,2.586852149599585
